FIPS,County,State,Country,County and State,Lat,Long,Confirmed,Deaths,Active,Avg Household Size,Avg Number of Children per Household,Avg Number of Adults per Household,Total Population 65 and Older,Total Number of Workers 16 Years Old and Over,Percent of Workers Using Public Transport,Total Population,Total Population White,Percent of Population White,Total Population African American or Black,Percent of Population African American or Black,Total Population American Indian or Alaskan Native,Percent of Population American Indian or Alaskan Native,Total Population Asian,Percent of Population Asian,Total Population Native Hawaiian and Pacific Islander,Percent of Population Native Hawaiian and Pacific Islander
38101,Ward,North Dakota,US,"Ward County, North Dakota",48.22390169,-101.5436763,16,0,0,2.36,0.57,1.78,8276,38842,0.5,67744,58729,0.8669,2863,0.0423,1268,0.0187,1224,0.0181,167,0.0025
39003,Allen,Ohio,US,"Allen County, Ohio",40.77285242,-84.10802343,19,0,0,2.47,0.62,1.85,17319,47374,0.6,102663,84580,0.8239,11915,0.1161,359,0.0035,850,0.0083,0,0
39009,Athens,Ohio,US,"Athens County, Ohio",39.33425634,-82.04278644,3,1,0,2.35,0.43,1.92,7964,27072,0.8,65818,59700,0.907,1864,0.0283,231,0.0035,1699,0.0258,86,0.0013
39013,Belmont,Ohio,US,"Belmont County, Ohio",40.01625942,-80.9924051,22,1,0,2.32,0.48,1.85,13591,28529,0.5,67505,62729,0.9292,1916,0.0284,107,0.0016,571,0.0085,0,0
39017,Butler,Ohio,US,"Butler County, Ohio",39.44012838,-84.57388716,75,2,0,2.63,0.68,1.95,52872,179431,0.5,382378,318592,0.8332,31642,0.0828,781,0.002,13085,0.0342,0,0
39023,Clark,Ohio,US,"Clark County, Ohio",39.91592258,-83.78498252,10,0,0,2.45,0.59,1.86,25265,59766,0.8,134585,117175,0.8706,11167,0.083,126,0.0009,726,0.0054,0,0
39025,Clermont,Ohio,US,"Clermont County, Ohio",39.04847534,-84.15375786,27,1,0,2.61,0.68,1.94,30876,99767,0.4,205466,194656,0.9474,2624,0.0128,55,0.0003,2237,0.0109,0,0
39035,Cuyahoga,Ohio,US,"Cuyahoga County, Ohio",41.424119,-81.65918339,871,15,0,2.29,0.53,1.76,217416,579631,4.6,1243857,778016,0.6255,363507,0.2922,3432,0.0028,38700,0.0311,605,0.0005
39041,Delaware,Ohio,US,"Delaware County, Ohio",40.27942393,-83.00457058,77,1,0,2.74,0.8,1.94,25025,100093,0.2,204826,176818,0.8633,6806,0.0332,319,0.0016,12823,0.0626,0,0
39043,Erie,Ohio,US,"Erie County, Ohio",41.36796058,-82.62904521,10,1,0,2.37,0.54,1.83,15642,35366,1.2,74615,63801,0.8551,7328,0.0982,723,0.0097,46,0.0006,25,0.0003
39045,Fairfield,Ohio,US,"Fairfield County, Ohio",39.75107189,-82.63088163,54,0,0,2.64,0.71,1.93,23108,70956,0.4,155782,135804,0.8718,10941,0.0702,0,0,1983,0.0127,0,0
39049,Franklin,Ohio,US,"Franklin County, Ohio",39.96995815,-83.01115755,644,9,0,2.38,0.58,1.8,146002,651953,2.3,1310300,857827,0.6547,298151,0.2275,3351,0.0026,72084,0.055,68,0.0001
39055,Geauga,Ohio,US,"Geauga County, Ohio",41.49952319,-81.17935342,40,0,0,2.7,0.71,1.99,17977,46971,0.4,94031,91037,0.9682,1211,0.0129,188,0.002,674,0.0072,0,0
39057,Greene,Ohio,US,"Greene County, Ohio",39.69116283,-83.89032084,15,1,0,2.43,0.56,1.88,27076,78459,0.4,167995,143377,0.8535,13007,0.0774,154,0.0009,4888,0.0291,0,0
39061,Hamilton,Ohio,US,"Hamilton County, Ohio",39.19673558,-84.54502924,394,9,0,2.34,0.57,1.78,119690,394869,3.6,816684,547335,0.6702,208138,0.2549,909,0.0011,24334,0.0298,1279,0.0016
39063,Hancock,Ohio,US,"Hancock County, Ohio",41.00250487,-83.66838948,14,0,0,2.42,0.58,1.84,12284,37338,0.6,75930,69877,0.9203,1198,0.0158,0,0,1384,0.0182,0,0
39081,Jefferson,Ohio,US,"Jefferson County, Ohio",40.38614126,-80.76259514,15,0,0,2.32,0.48,1.84,13770,26697,0.5,65767,60032,0.9128,3163,0.0481,44,0.0007,1119,0.017,0,0
39085,Lake,Ohio,US,"Lake County, Ohio",41.69710807,-81.23676539,87,3,0,2.41,0.54,1.87,43492,116071,0.9,230514,208276,0.9035,10504,0.0456,133,0.0006,2941,0.0128,147,0.0006
39089,Licking,Ohio,US,"Licking County, Ohio",40.09136236,-82.48185785,57,2,0,2.55,0.64,1.91,27141,82078,0.3,175769,159316,0.9064,7207,0.041,313,0.0018,3682,0.0209,76,0.0004
39093,Lorain,Ohio,US,"Lorain County, Ohio",41.29553751,-82.15083537,117,3,0,2.51,0.62,1.89,53050,139310,0.5,309461,265593,0.8582,25734,0.0832,1071,0.0035,3396,0.011,75,0.0002
39095,Lucas,Ohio,US,"Lucas County, Ohio",41.62101218,-83.65468618,321,12,0,2.39,0.59,1.8,66474,195970,1.7,429899,306634,0.7133,80289,0.1868,1367,0.0032,6707,0.0156,457,0.0011
39099,Mahoning,Ohio,US,"Mahoning County, Ohio",41.01631101,-80.77287029,272,17,0,2.34,0.52,1.82,46245,102018,1.3,229642,181135,0.7888,32943,0.1435,604,0.0026,2206,0.0096,37,0.0002
39101,Marion,Ohio,US,"Marion County, Ohio",40.58610662,-83.15736305,25,0,0,2.47,0.59,1.88,11160,25752,1,65256,58259,0.8928,3627,0.0556,239,0.0037,459,0.007,74,0.0011
39103,Medina,Ohio,US,"Medina County, Ohio",41.11770589,-81.8998621,83,3,0,2.63,0.67,1.96,29672,91518,0.3,179146,170228,0.9502,2575,0.0144,104,0.0006,1885,0.0105,0,0
39109,Miami,Ohio,US,"Miami County, Ohio",40.0543329,-84.22871271,90,10,0,2.48,0.6,1.88,18836,50449,0.3,106222,99547,0.9372,1402,0.0132,341,0.0032,1846,0.0174,0,0
39113,Montgomery,Ohio,US,"Montgomery County, Ohio",39.75394919,-84.29050975,109,2,0,2.33,0.55,1.78,91990,239932,2.6,532331,386743,0.7265,108345,0.2035,1576,0.003,12140,0.0228,414,0.0008
39119,Muskingum,Ohio,US,"Muskingum County, Ohio",39.96575964,-81.94363275,5,0,0,2.46,0.6,1.85,14685,37263,0.3,86183,78837,0.9148,3667,0.0425,157,0.0018,222,0.0026,0,0
39133,Portage,Ohio,US,"Portage County, Ohio",41.16793482,-81.19735782,94,5,0,2.47,0.54,1.93,25025,80536,0.6,162927,148176,0.9095,7006,0.043,0,0,3330,0.0204,45,0.0003
39139,Richland,Ohio,US,"Richland County, Ohio",40.77180308,-82.5379961,19,0,0,2.4,0.57,1.83,22951,50169,1.1,121099,105522,0.8714,10266,0.0848,290,0.0024,1033,0.0085,60,0.0005
39141,Ross,Ohio,US,"Ross County, Ohio",39.33705391,-83.06000914,6,0,0,2.48,0.61,1.87,12121,29951,0.8,76931,69435,0.9026,4446,0.0578,0,0,512,0.0067,47,0.0006
39151,Stark,Ohio,US,"Stark County, Ohio",40.81482476,-81.36437305,109,7,0,2.42,0.57,1.86,69336,175238,1.3,371574,323782,0.8714,27636,0.0744,630,0.0017,3951,0.0106,0,0
